film,filmLabel,publicationYear,assessmentLabel,outcomeLabel,reviewScore
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,Russ Test,не проходит,1/2
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,reverse Waithe Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,Тест Лины Уэйт,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Ландау,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,обратный тест Ландау,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,BubbleGum Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,Celia Imrie Test,не проходит,1/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Шукла,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Тауриэль,не проходит,1/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,Coates Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,Raleigh Becket Test,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Фельдмана,не проходит,3/9
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,обратный тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Тириона,не проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,Topside Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,Russ Test,не проходит,1/2
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,reverse Waithe Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,Тест Лины Уэйт,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2018,тест Ландау,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,обратный тест Ландау,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,BubbleGum Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,Celia Imrie Test,не проходит,1/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,тест Шукла,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,тест Тауриэль,не проходит,1/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,Coates Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,Raleigh Becket Test,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,тест Фельдмана,не проходит,3/9
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,обратный тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,тест Тириона,не проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,Topside Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,Russ Test,не проходит,1/2
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,reverse Waithe Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,Тест Лины Уэйт,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2017,тест Ландау,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,обратный тест Ландау,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,BubbleGum Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,Celia Imrie Test,не проходит,1/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,тест Шукла,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,тест Тауриэль,не проходит,1/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,Coates Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,Raleigh Becket Test,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,тест Фельдмана,не проходит,3/9
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,обратный тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,тест Тириона,не проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,Topside Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,Russ Test,не проходит,1/2
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,reverse Waithe Test,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,Тест Лины Уэйт,не проходит,0/3
http://www.wikidata.org/entity/Q10938623,По ту сторону океана,2016,тест Ландау,проходит,
http://www.wikidata.org/entity/Q16386722,Маленький принц,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16386722,Маленький принц,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16386722,Маленький принц,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16386722,Маленький принц,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16386722,Маленький принц,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16531381,Barbie: The Pearl Princess,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16531381,Barbie: The Pearl Princess,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16729557,Муми-тролли на Ривьере,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17030810,Сосисочная вечеринка,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17030810,Сосисочная вечеринка,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2014,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q17125101,Песнь моря,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2014,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2014,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2014,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2014,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q17125101,Песнь моря,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2014,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2014,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q17125101,Песнь моря,2014,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17198466,The Art of Happiness,2013,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q17198466,The Art of Happiness,2013,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q17198466,The Art of Happiness,2013,тест Мако Мори,не проходит,
http://www.wikidata.org/entity/Q17198466,The Art of Happiness,2013,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q12084660,Принцесса и гоблин,1993,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q12084660,Принцесса и гоблин,1992,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q12084660,Принцесса и гоблин,1991,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q12103758,Семейка монстров,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q12103758,Семейка монстров,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q12103758,Семейка монстров,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q12123213,Никита Кожемяка,2017,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q12125315,Лига справедливости: Парадокс источника конфликта,2013,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q12330202,The Olsen Gang in Deep Trouble,2014,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q12330202,The Olsen Gang in Deep Trouble,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q12330202,The Olsen Gang in Deep Trouble,2013,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q12330202,The Olsen Gang in Deep Trouble,2013,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q12330619,Otto the Rhino,2014,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q12330619,Otto the Rhino,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q12330619,Otto the Rhino,2013,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q12330619,Otto the Rhino,2013,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q13091172,Город героев,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13091172,Город героев,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13091172,Город героев,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13091172,Город героев,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13091172,Город героев,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13091172,Город героев,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13091172,Город героев,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13091172,Город героев,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13091172,Город героев,2014,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13091172,Город героев,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13619743,Миньоны,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13619743,Миньоны,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13619743,Миньоны,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13619743,Миньоны,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q13619743,Миньоны,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15055043,Кунг-фу панда 3,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15055043,Кунг-фу панда 3,2016,тест Ландау,проходит,
http://www.wikidata.org/entity/Q15055043,Кунг-фу панда 3,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15055043,Кунг-фу панда 3,2016,тест Ландау,проходит,
http://www.wikidata.org/entity/Q15270647,Зверополис,2016,тест Ландау,проходит,
http://www.wikidata.org/entity/Q15270647,Зверополис,2016,тест Шукла,не проходит,1/3
http://www.wikidata.org/entity/Q15270647,Зверополис,2016,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15270647,Зверополис,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15270647,Зверополис,2016,тест Вито Руссо,не проходит,1/3
http://www.wikidata.org/entity/Q15270647,Зверополис,2016,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q15270647,Зверополис,2016,Тест Лины Уэйт,не проходит,1/3
http://www.wikidata.org/entity/Q15270775,Монстры на каникулах 2,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15270775,Монстры на каникулах 2,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15270775,Монстры на каникулах 2,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15396069,Феи: Загадка пиратского острова,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15396069,Феи: Загадка пиратского острова,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15396069,Феи: Загадка пиратского острова,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,тест Мако Мори,не проходит,2/3
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,обратный тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,тест Мако Мори,не проходит,2/3
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,обратный тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,тест Мако Мори,не проходит,2/3
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,обратный тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15545272,Барашек Шон,2015,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q15616479,Пингвины из Мадагаскара,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15616479,Пингвины из Мадагаскара,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15616479,Пингвины из Мадагаскара,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15631322,Самолёты: Огонь и вода,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15631322,Самолёты: Огонь и вода,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15631322,Самолёты: Огонь и вода,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15631322,Самолёты: Огонь и вода,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15632949,Гринч,2018,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15632949,Гринч,2018,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15632949,Гринч,2018,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15635431,Сын Бэтмена,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15635431,Сын Бэтмена,2014,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q15710938,Лига справедливости: Война,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15728879,Девочки из Эквестрии. Радужный рок,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15728879,Девочки из Эквестрии. Радужный рок,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15728879,Девочки из Эквестрии. Радужный рок,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15728879,Девочки из Эквестрии. Радужный рок,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15728879,Девочки из Эквестрии. Радужный рок,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15728879,Девочки из Эквестрии. Радужный рок,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Ландау,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Ландау,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Ландау,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Ландау,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Ландау,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15965953,Ледниковый период 5: Столкновение неизбежно,2016,тест Ландау,проходит,
http://www.wikidata.org/entity/Q15982441,Мелочь пузатая,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15982441,Мелочь пузатая,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q15982441,Мелочь пузатая,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16155099,Бэтмен. Нападение на Аркхэм,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16248866,Книга жизни,2015,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q16248866,Книга жизни,2014,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q1742152,Балто 3: Крылья перемен,2004,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q1743785,"Джимми Нейтрон, вундеркинд",2001,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q1755719,Освободите Джимми,2006,обратный тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q1758203,Плавание в Мелонию,1991,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q1758203,Плавание в Мелонию,1990,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q1758203,Плавание в Мелонию,1989,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q1764174,Волшебный меч: В поисках Камелота,1998,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q1764174,Волшебный меч: В поисках Камелота,1998,тест Бекдел,проходит,
http://www.wikidata.org/entity/Q1766287,Игорь,2008,тест Бекдел,не проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,Russ Test,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Тауриэль,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,Тест Лины Уэйт,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Бекдел,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Ландау,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,Coates Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,Celia Imrie Test,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,обратный тест Ландау,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,BubbleGum Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Шукла,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,AfroBubbleGum Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Тириона,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,reverse Waithe Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Фельдмана,не проходит,0/10
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,Raleigh Becket Test,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,Topside Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,обратный тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,Russ Test,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Тауриэль,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,Тест Лины Уэйт,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Бекдел,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Ландау,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,Coates Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,Celia Imrie Test,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,обратный тест Ландау,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,BubbleGum Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Шукла,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,AfroBubbleGum Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Тириона,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,reverse Waithe Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Фельдмана,не проходит,0/10
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Вито Руссо,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,Raleigh Becket Test,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,Topside Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,обратный тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,обратный тест Бекдел,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,Russ Test,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Тауриэль,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,Тест Лины Уэйт,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Бекдел,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Риза,неприменимо,
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Ландау,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,Coates Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,Celia Imrie Test,не проходит,1/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,обратный тест Ландау,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,BubbleGum Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Мако Мори,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Шукла,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,AfroBubbleGum Test,не проходит,0/3
http://www.wikidata.org/entity/Q1905968,Акира,1991,тест Тириона,проходит,
http://www.wikidata.org/entity/Q1905968,Акира,1991,reverse Waithe Test,не проходит,0/3
